E[1] [eV],Im(eps)_nk_20,Im(eps)_nk_22,Im(eps)_nk_24,Im(eps)_nk_26,Im(eps)_nk_28,Im(eps)_nk_30,Im(eps)_nk_32,Im(eps)_nk_34,Im(eps)_nk_36,Im(eps)_nk_38,Im(eps)_nk_40
19.285710,0.27601100,0.17811000,0.20941400,0.27018000,0.19925000,0.24714000,0.23023000,0.26116500,0.24283600,0.26447100,0.26977000
19.323310,0.27275100,0.18565400,0.22430500,0.24593100,0.22016700,0.23444600,0.21452800,0.25679700,0.23721200,0.26272900,0.26885700
19.360900,0.27816200,0.20065900,0.24562300,0.22693700,0.24642900,0.22505300,0.20657200,0.25326300,0.23729200,0.25854200,0.25558900
19.398490,0.29337400,0.22113400,0.26557400,0.21986100,0.27201200,0.22254700,0.21226200,0.25233800,0.23939100,0.25333400,0.24332100
19.436090,0.30255600,0.23632900,0.28012800,0.22067600,0.29529800,0.22743200,0.22778600,0.25057900,0.24170900,0.25173200,0.24023500
19.473680,0.29166500,0.23763500,0.28975400,0.22223000,0.31261000,0.23335700,0.24339500,0.24507700,0.24388700,0.25373000,0.24181200
19.511280,0.27069900,0.23459800,0.29355900,0.22378300,0.31408200,0.23681900,0.25641200,0.23964000,0.24306300,0.25431500,0.24250600
19.548870,0.25809500,0.23831700,0.29114400,0.22467400,0.30033100,0.23825400,0.26838200,0.23947700,0.23798500,0.25243000,0.24257500
19.586470,0.25150400,0.24519100,0.28255200,0.22292000,0.28436600,0.23771400,0.26832100,0.24114500,0.23130500,0.24926600,0.24390600
19.624060,0.23800400,0.25120600,0.27106100,0.21759900,0.26959300,0.23236200,0.25384600,0.23989200,0.22596800,0.24279300,0.24396800
19.661650,0.22087400,0.25661700,0.25693900,0.21150700,0.25587100,0.22427700,0.23765600,0.23841200,0.22320900,0.23296500,0.24044800
19.699250,0.21302100,0.25919000,0.23968200,0.21196800,0.24643100,0.22339500,0.22543900,0.23754200,0.22462500,0.22368400,0.23452800
19.736840,0.21470000,0.25909400,0.22704800,0.22096000,0.24017800,0.23370000,0.21923700,0.23380600,0.22998300,0.21686100,0.22874600
19.774440,0.21944500,0.25922100,0.22541400,0.22921600,0.23570000,0.24580600,0.21970800,0.22908500,0.23947400,0.21313600,0.22609400
19.812030,0.22846100,0.25658000,0.23057400,0.22811100,0.22778800,0.24649300,0.22441800,0.22808200,0.24854600,0.21294300,0.22590300
19.849620,0.23890500,0.24877200,0.23042000,0.21885600,0.21667100,0.23807300,0.23296300,0.22942600,0.24962200,0.21381000,0.22476600
19.887220,0.23788400,0.24059500,0.22183900,0.21037000,0.20820500,0.23093300,0.24125200,0.22891900,0.24252600,0.21556500,0.22114300
19.924810,0.22142400,0.23062500,0.21392200,0.20946900,0.20323200,0.22644000,0.24408100,0.22719200,0.23210500,0.21900400,0.21532200
19.962400,0.19880500,0.21658700,0.21271700,0.21330300,0.20317100,0.22354000,0.24285900,0.22884600,0.22389900,0.22478700,0.21255000
20.000000,0.17938400,0.20474200,0.21410900,0.21541200,0.20803400,0.22348000,0.23994500,0.22934800,0.22091100,0.23522700,0.21667700
