E[1] [eV],Re(eps)_nk_20,Re(eps)_nk_22,Re(eps)_nk_24,Re(eps)_nk_26,Re(eps)_nk_28,Re(eps)_nk_30,Re(eps)_nk_32,Re(eps)_nk_34,Re(eps)_nk_36,Re(eps)_nk_38,Re(eps)_nk_40
19.436090,0.70134400,0.75443500,0.75605600,0.70245800,0.77966400,0.72199600,0.74937700,0.71077600,0.71931000,0.71686500,0.71343900
19.473680,0.67825600,0.74546300,0.74297000,0.70867000,0.75597900,0.72496000,0.75071200,0.70955600,0.71836200,0.71726100,0.71753500
19.511280,0.67112400,0.74651400,0.72728500,0.71275800,0.72560600,0.72466700,0.74692300,0.71334400,0.71481800,0.71395800,0.71851300
19.548870,0.67464200,0.75128900,0.71128600,0.71407200,0.70350400,0.72318200,0.73515900,0.71826900,0.71242600,0.71026100,0.71952400
19.586470,0.67368100,0.75171800,0.69784900,0.71397500,0.69302600,0.72039100,0.71512700,0.71876700,0.71394800,0.70607700,0.71936400
19.624060,0.67042000,0.74951100,0.68883200,0.71525100,0.68772500,0.71797900,0.70223100,0.71780600,0.71883200,0.70166200,0.71621700
19.661650,0.67768300,0.74474200,0.68272600,0.72216400,0.68786800,0.72272200,0.70164600,0.71827700,0.72605300,0.70069100,0.71276900
19.699250,0.69296700,0.73784300,0.68367500,0.73354300,0.69093300,0.73440400,0.70830100,0.71741600,0.73389500,0.70452500,0.71170800
19.736840,0.70519900,0.73163300,0.69401000,0.73998200,0.69382800,0.74211900,0.71914200,0.71596900,0.74008200,0.71104300,0.71418400
19.774440,0.71277200,0.72541700,0.70610500,0.73588100,0.69432100,0.73655900,0.72957300,0.71835400,0.74201200,0.71924500,0.71843800
19.812030,0.71633700,0.71631100,0.70967400,0.72741800,0.69278400,0.72384800,0.73733700,0.72238600,0.73529600,0.72670000,0.72070400
19.849620,0.70857800,0.70945700,0.70469000,0.72463400,0.69586200,0.71751300,0.74084000,0.72366200,0.72344900,0.73250300,0.72068500
19.887220,0.69089800,0.70581200,0.70266700,0.73110900,0.70363900,0.71820900,0.73701600,0.72253200,0.71425100,0.73820200,0.72044200
19.924810,0.67724000,0.70259800,0.70853200,0.74110400,0.71332800,0.72025600,0.72941400,0.72333600,0.71159300,0.74355900,0.72345900
19.962400,0.67650700,0.70416100,0.71606100,0.74677300,0.72392800,0.72357400,0.72266200,0.72359400,0.71510700,0.74854800,0.73135900
20.000000,0.68736800,0.71474200,0.71968900,0.75026500,0.73086300,0.72608900,0.71643900,0.71811600,0.71954100,0.75143300,0.73878600
